Key
"FRANCE,LES AVENIÈRES,38630"
"FRANCE,RORTHAIS,79700"
"BELGIUM,LO RENINGE,8647"
"ITALY,VENISSIEUX,69200"
"NETHERLANDS,LN EDE,6717"
"FRANCE,BELIN-BELIET,33830"
"SPAIN,ALBACETE,2140"
"BELGIUM,ZEEBRUGGE,8380"
"UNITED KINGDOM,DUNSTABLE,LU5 4JY"
"FRANCE,LA ROCHE-SUR-YON,85000"
"ITALY,TORINO,10142"
"FRANCE,TOULAUD,7130"
"ITALY,SEGGIANO DI PIOLTELLO (MI),20096"
"SPAIN,MÁLAGA,29004"
"SPAIN,MADRID (SPAIN),28031"
