Titolo;Contenuto
Avviso di approvazione di variante allo strumento urbanistico ai sensi del DLgs 387/03 e smi. Variante all’autorizzazione unica alla costruzione ed esercizio di impianti di produzione di energia da fonti rinnovabili- fotovoltaico “Casalfoschino” in Strada Rovere Santa loc. Castellaro Comune di Sissa;Si rende noto che il Consiglio comunale del Comune di Sissa con deliberazione n. 34 dell' 11/9/2012 I.E., ha ratificato la variante ai vigenti PSC e RUE conseguente al rilascio dell’autorizzazione alla realizzazione dell’impianto fotovoltaico di cui alla determinazione n. 2101 del 13/8/2012 del Dirigente del Servizio Ambiente, Parchi, Sicurezza e Protezione Civile della Provincia di Parma e alla Delibera di Giunta provinciale n. 426 del 3/8/2012 “Modifica autorizzazione unica impianto fotovoltaico a terra in Comune di Sissa rilasciata con D.D. n. 1258 del 16/4/2010 con contestuale variante urbanistica PSC e RUE-Comune di Sissa”
Avviso di approvazione di variante allo strumento urbanistico ai sensi del DLgs 387/03 e smi. Variante all’autorizzazione unica alla costruzione ed esercizio di impianti di produzione di energia da fonti rinnovabili- fotovoltaico a terra in Strada Argine dei Confini Comune di Polesine Parmense;Si rende noto che il Consiglio comunale del Comune di Polesine Parmense con deliberazione n. 25 del 15/9/2012 I.E., ha ratificato la variante urbanistica al vigente Piano strutturale comunale (PSC) e al Regolamento urbanistico edilizio (RUE) conseguente al rilascio dell’autorizzazione alla realizzazione dell’impianto fotovoltaico, consistente nelle modifiche e prescrizioni apportate con la determinazione del Dirigente del Servizio Ambiente – Provincia di Parma n. 2102 del 13 agosto 2012.
Procedura di Autorizzazione Unica, ai sensi dell'art. 12 del D.Lgs. 387/2003, per il “Progetto di impianto mini-idroelettrico sul fiume Reno, in località Santa Viola, comune di Bologna (Bo)”. Avviso di deposito, ai sensi dell’art. 14, comma 2, L.R. 9/99 e s.m.i., del S.I.A. e del progetto nell’ambito della procedura di Valutazione di Impatto Ambientale di cui al Titolo III, artt. 11 ss. L.R. 9/99 e s.m. e i. Proponente: Green Hydro 1 Srl;La Ditta Green Hydro, 1 Srl, con sede legale in Via Corso Italia, 11 - 00198 Roma e domicilio presso Nomar Enterprise Srl, Via Giordano Bruno, 160 - 47521 Cesena (FC), in data 16/8/2012 ha presentato alla Provincia di Bologna, Autorità competente ai sensi dell’art. 3 della L.R. 26/2004, una istanza completa di rilascio (acquisita agli atti il 17/8/2012), ai sensi dell’art. 12, D.Lgs. 387/2003, dell’Autorizzazione Unica alla costruzione ed esercizio di un impianto mini-idroelettrico sul fiume Reno, in località Santa Viola, in comune di Bologna.
Procedura di rilascio dell’Autorizzazione Unica, ai sensi dell'art. 12 del D.Lgs. 387/2003, alla costruzione ed esercizio di un impianto eolico (potenza 0,11 MWe) in località Monte Venere, Comune di Monzuno (BO)”. Avviso di deposito, ai sensi dell’art. 14 comma 2, L.R. 9/99 e s.m.i., del S.I.A. e del progetto nell’ambito della procedura di Valutazione di Impatto Ambientale (Titolo III, artt. 11 ss. L.R. 9/99 e s.m.i). Proponente: Probus Alboris Srl;La ditta
"Procedure in materia di impatto ambientale L.R. 18 maggio 1999, n. 9 come integrata ai sensi del D.Lgs 3 aprile 2006, n. 152 e successive modifiche ed integrazioni di Autorizzazione Unica ai sensi del Dlgs 387/03 - Procedura di variazione agli strumenti urbanistici L.R. 18 maggio 1999, n. 9 come modificata dalla L.R. 16 novembre 2000, n. 35 - Procedura espropriativa L.R. 19 dicembre 2002, n. 37, e successive modifiche e integrazioni; L.R. 22 febbraio 1993, n. 10, e successive modifiche e integrazioni - Titolo III - Procedura di VIA relativa al progetto per la costruzione e all’esercizio dell’impianto idroelettrico “San Lorenzo” sul Torrente Arso e sul Rio Perignolo, da ubicarsi a Calestano (PR), presentato da Becquerel Electric S.r.l. – Via Livatino, 9 – 42124 Reggio Emilia. Ripubblicazione a seguito di integrazioni progettuali in variante";Richiamata la precedente pubblicazione nel BUR n. 170 del 23 novembre 2011 (Parte Seconda), l’Autorità competente Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale avvisa che, ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9 e successive modifiche ed integrazioni, nonché ai sensi del Regolamento regionale 20 novembre 2001, n. 41 e del R.D. n. 1775 dell' 11 dicembre 1933 e loro successive modifiche ed integrazioni, sono stati depositati, per la libera consultazione da parte dei soggetti interessati, il SIA ed il relativo progetto definitivo, prescritti per l’effettuazione della procedura di VIA, relativi alla ripubblicazione necessaria per modifiche progettuali relative al
Revoca dell'autorizzazione unica alla costruzione ed esercizio di un impianto di produzione di energia elettrica da fonti rinnovabili, in assetto cogenerativo e relative opere connesse da realizzare nel comune di Ravenna rilasciata alla Società Carburanti del Candiano SpA con propria deliberazione n. 328 del 19 marzo 2012;LA GIUNTA DELLA REGIONE EMILIA-ROMAGNA
"DLgs 387/03 e s.m.i. - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto di produzione di energia elettrica (biogas da impianto di compostaggio) di potenza nominale pari a 998 kWe da realizzare nel Comune di Lugo località Voltana in via Traversagno n. 80 e allacciamento tramite posa di elettrodotto interrato 15 kV (tratto di utenza per la connessione) fino alla cabina di consegna collegata da cabina secondaria MT/BT ""CIR"" – Proponente Herambiente SpA";La Provincia di Ravenna avvisa che, il giorno 2/7/2012, la ditta
DLgs 387/03 e smi - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto di produzione di energia elettrica idroelettrico di potenza nominale pari a 98 kWe e relativo elettrodotto di connessione, da realizzare in comune di Brisighella, Località Pieve del Tho – Proponente Gecosistema Srl;La Società GecoSistema Srl, con sede in Piazza Malatesta, 21 Rimini (RN), - Cap 47900, ha presentato domanda, ai sensi DLgs 387/03 e successive modificazioni per il rilascio dell’autorizzazione alla costruzione di un impianto idroelettrico e relative opere connesse da realizzare nel Comune di Brisighella (Provincia di Ravenna) unitamente all’elaborato in cui sono indicate le aree interessate dall’opera ed i nominativi di coloro che risultano proprietari secondo le risultanze dei registri catastali.
Prime indicazioni per la predisposizione e la trasmissione della documentazione in formato digitale per la procedura di Autorizzazione Unica di cui al Regolamento regionale n. 1/2012;IL RESPONSABILE
Procedure in materia di Valutazione di impatto ambientale, L.R. 9/99 - Procedura di Autorizzazione unica DLgs 387/03, L.R. 26/04 - Procedura di Autorizzazione integrata ambientale L.R. 21/04 - Procedura di variazione agli strumenti urbanistici DLgs 387/03, L.R. 9/99 - Costruzione ed esercizio della linea elettrica L.R. 10/93 - Procedura di VIA e Autorizzazione unica (AU) relativa al progetto per la realizzazione della centrale termoelettrica alimentata a biomassa a servizio dello zuccherificio di San Quirico nel comune di Trecasali (PR) proposto da Eridania Sadam SpA - Archiviazione della procedura ;L'Autorità competente Regione Emilia-Romagna, avvisa che la procedura di VIA, ai sensi della L.R. 9/99 come integrata ai sensi del DLgs 152/06, e la procedura di autorizzazione alla costruzione e all’esercizio, ai sensi del DLgs 387/03 e L.R. 26/04, relativa al progetto concernente la realizzazione della centrale termoelettrica alimentata a biomassa a servizio dello zuccherificio di San Quirico nel comune di Trecasali (PR) proposto da Eridania Sadam SpA, di cui all'avviso pubblicato nel BUR in data 23 novembre 2011, è annullata su richiesta della Società proponente Eridania Sadam SpA. Infatti con lettera dell' 1 giugno 2012 acquisita da questa Regione con PG.2012.0143999 del 12/6/2012, la Società Eridania Sadam SpA ha comunicato la volontà irrevocabile di ritirare l’istanza in oggetto relativa alla procedura di VIA e autorizzazione alla costruzione e all’esercizio.
Procedure in materia di Valutazione di impatto ambientale Titolo III della L.R. n. 9/1999, Parte Seconda del DLgs 152/2006 e successive modifiche ed integrazioni – Procedimento di Autorizzazione Unica DLgs 387/03 – Procedura di VIA e Autorizzazione Unica relativa al progetto di adeguamento funzionale di un impianto di compostaggio con introduzione di una sezione di recupero energetico della potenza di 980 kWe presso l’esistente stabilimento Sara Srl di Via Provinciale Est n. 145, comune di Nonantola (MO) – Proponente: Sara Srl. Ripubblicazione a seguito di integrazioni;L’Autorità competente per la Valutazione di impatto ambientale (VIA), Provincia di Modena - Servizio Valutazioni, Autorizzazioni e Controlli ambientali integrati, avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9, come integrata e modificata dal vigente DLgs 152/06, sono stati depositati, per la libera consultazione da parte dei soggetti interessati, le integrazioni progettuali per l’effettuazione della procedura di VIA relative al progetto:
Convocazione Conferenza di Servizi, ai sensi dell'art. 5 del DPR 447/98, come modificato dall'art. 8 del DPR 160/10 - Procedimento di Autorizzazione unica con contestuale variante urbanistica - Sportello Unico Attività Produttive ;Si informa che lo Sportello Unico per le Attività Produttive ha convocato per il giorno 15 giugno 2012 la prima seduta della Conferenza di Servizi prevista dall'art. 5 del DPR 447/98, come modificato dall'art. 8 del DPR 160/10, per la discussione della richiesta dell'Azienda LUNIKGAS SpA con sede a Cologne in Via Brescia n. 42, per la realizzazione di impianto di distribuzione carburanti pubblico in Ferrara, S.S. 16 Adriatica, Km 84+993, con contestuale variante urbanistica
Avviso di deposito della documentazione progettuale di variante normativa e cartografica al PRG del Comune di Monterenzio ai sensi dell’art. 41, comma 2 L.R.20/00, correlata al rilascio, nei termini di legge, dell’autorizzazione unica ex art. 12 DLgs 387/03 e s.m.i. per la realizzazione e messa in esercizio di un impianto F.E.R. – Proponente: H.E. di Monti Alessandro;"Premesso che in data 15/3/2012 l’impresa individuale H.E. di Monti Alessandro ha attivato un procedimento amministrativo per il rilascio dell’Autorizzazione Unica ex art. 12 DLgs 387/03 per la costruzione ed esercizio di un impianto di produzione di energia elettrica in assetto cogenerativo (combustione di cippato di legno vergine) e delle infrastrutture connesse (rete di teleriscalmento, industriale e civile, ed impianto di rete per la connessione);"
Modifica, ai sensi del D. Lgs. n. 387/03 e della L.R. n. 26/04, all'autorizzazione unica all'impianto di produzione di energia elettrica alimentato a fonti rinnovabili in comune di Conselice di proprietà Unigrà rilasciata con delibera di Giunta n. 1778/06 e modificata con delibera di Giunta n. 1013/11;
DLgs 387/2003, DM 10/9/2010, L.R. 26/2004 e L. 241/1990 – Autorizzazione Unica alla realizzazione ed all’esercizio dell’impianto per la produzione di energia elettrica di potenza 999 kW da biogas originato dalla fermentazione anaerobica di colture dedicate e sottoprodotti agro-industriali, localizzato nei pressi delle Vie Valle Acquosa e Canalazzo, in comune di Finale Emilia (MO) – Proponente: CO.PRO.B. Sca;La Provincia di Modena, Autorità competente, ai sensi della L.R. 26/2004, per il procedimento unico di autorizzazione alla realizzazione ed all’esercizio degli impianti per la produzione di energia elettrica, comunica quanto segue. Con la determinazione n. 117 del 29/3/2012, il Dirigente del Servizio Valutazioni, Autorizzazioni e Controlli ambientali integrati, ing. Alberto Pedrazzi, visti i pareri favorevoli degli Enti della Conferenza di Servizi in merito al progetto, determina:
Procedure in materia di impatto ambientale L.R. 18 maggio 1999, n. 9 come integrata ai sensi del DLgs 3 aprile, 2006, n. 152 e successive modifiche ed integrazioni – Procedure di autorizzazione unica DLgs 387/03 Titolo III - Procedura di VIA relativa al progetto derivazione di acque superficiali dal Fiume Lamone ad uso plurimo e realizzazione di mini centrale idroelettrica denominata “Errano” in comune di Faenza (RA);L’Autorità competente: Regione Emilia-Romagna - Servizio Valutazione impatto e Promozione sostenibilità ambientale avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9 come integrata ai sensi del Decreto legislativo 3 aprile 2006, n. 152 e successive modifiche e integrazioni, nonché ai sensi del R.R. 20 novembre 2001, n. 41, del RD n. 1775 dell’11 dicembre 1933, del DPR n. 327 dell’8 giugno 2001 e della L.R. 37/02, sono state depositate, per la libera consultazione da parte dei soggetti interessati, gli elaborati prescritti per l’effettuazione della procedura di VIA, relativi al progetto: Derivazione di acque superficiali dal Fiume Lamone ad uso plurimo e realizzazione di mini centrale idroelettrica denominata “Errano” in comune di Faenza (RA).
"Procedure in materia di impatto ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni – Procedura di autorizzazione unica DLgs 387/03 - Procedura di variazione agli strumenti urbanistici L.R. 18 maggio 1999, n. 9 come modificata dalla L.R. 16 novembre 2000 n. 35 -Procedura espropriativa L.R. 19 dicembre 2002, n. 37, e successive modifiche e integrazioni; L.R. 22 febbraio 1993, n. 10, e successive modifiche e integrazioni – Titolo III – Progetto per la realizzazione di un impianto idroelettrico sul Fiume Reno in loc. Cavacchio, comune di Vergato, presentato da Bergami Giuseppe, dichiarazione di concorrenza di derivazione di acqua pubblica a scopo idroelettrico TU 1775/33 e successive modifiche ed integrazioni";L’Autorità competente per la Valutazione di Impatto Ambientale: Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale avvisa che, ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9 e successive modifiche ed integrazioni, nonché ai sensi del R.R. 20 novembre 2001 n. 41, del RD 1775 dell’11 dicembre 1933, del DPR 327 dell’8 giugno 2001 e della L.R. 37/02 sono stati depositati, per la libera consultazione da parte dei soggetti interessati, gli elaborati progettuali per l’effettuazione della procedura di VIA, relativa al progetto:
"DLgs 387/03 e s.m.i. - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto di produzione di energia da biomasse agricole di potenza nominale pari a 999 kWe e relativo elettrodotto di connessione 15 Kv denominato ""linea elettrica 15 kV (M.T.) in cavo interrato per l'inserimento di una nuova cabina di consegna collegata in entra-esce su linea MT esistente ""Godo"" uscente dalla cabina primaria AT/MT ""Ra Canala"" – Proponente Società Agricola San Giacomo Srl";La Provincia di Ravenna avvisa che la Società Agricola San Giacomo Srl, con sede legale in Comune di Ravenna (RA), Piazza Kennedy, 3, il giorno 21/3/2012, ha presentato istanza per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto per la produzione di energia elettrica da fonti rinnovabili mediante digestione anaerobica di produzioni agricole di potenza nominale pari a 999 kWe e del relativo elettrodotto 15 Kv di connessione alla rete di distribuzione, da realizzare in via Godo, in Comune di Russi.
"DLgs 387/03 e s.m.i. - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto di produzione di energia da biomasse agricole di potenza nominale pari a 999 kWe e relativo elettrodotto di connessione 15 Kv denominato ""Connessione in cavo aereo e interrato per allacciamento cabina DH50-2-072497 ""Palazzone 18"", da realizzare in comune di Alfonsine, Via Palazzone – Proponente: Fusignano Bio Energy Srl";La Provincia di Ravenna avvisa che la Fusignano Bio Energy Srl, con sede legale in comune di Fusignano (RA), Via Cocorre 7, il giorno 8/3/2012, ha presentato istanza per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto per la produzione di energia elettrica da fonti rinnovabili mediante digestione anaerobica di produzioni agricole di potenza nominale pari a 999 kWe e del relativo elettrodotto 15 Kv di connessione alla rete di distribuzione, da realizzare in Via Palazzone, in comune di Alfonsine.
Avviso di deposito di richiesta di variante all’autorizzazione unica alla costruzione ed esercizio di impianti di produzione di energia da fonti rinnovabili - fotovoltaico a terra in Strada Argine dei Confini comune di Polesine Parmense e variante allo strumento urbanistico ai sensi del DLgs 387/03 e s.m.i.;Si avvisa che il Comune di Polesine Parmense con domanda acquisita agli atti con nota prot. 17266 del 13/3/2012, ha chiesto, ai sensi del DLgs 387/03 e s.m.i. la variante all’autorizzazione unica alla costruzione e l’esercizio di impianti di produzione di energia da fonti rinnovabili- fotovoltaico- rilasciata dalla Provincia di Parma con determina dirigenziale n. 1164 del 12/4/2010 “Servizio Ambiente: DLgs 387/03 e s.m.i. - L.R. 26/04: autorizzazione alla costruzione ed esercizio di impianto fotovoltaico di potenza pari a 2.815 KWp in comune di Polesine Parmense. Proponente Comune di Polesine Parmense” e contestuale variante allo strumento urbanistico, in particolare modifica al Piano strutturale comunale (PSC) e al Regolamento urbanistico edilizio (RUE).
Avviso di deposito di richiesta di variante all’autorizzazione unica alla costruzione ed esercizio di impianti di produzione di energia da fonti rinnovabili - Fotovoltaico “Casalfoschino” in Strada Rovere Santa, loc. Castellaro, comune di Sissa - e variante allo strumento urbanistico ai sensi del DLgs 387/03 e s.m.i.;Si avvisa che il Comune di Sissa con domanda acquisita agli atti con nota prot. 14036 dell'1/3/2012, ha chiesto, ai sensi del DLgs 387/03 e s.m.i. la variante all’autorizzazione unica alla costruzione e l’esercizio di impianti di produzione di energia da fonti rinnovabili - fotovoltaico - rilasciata dalla Provincia di Parma con determina dirigenziale n. 1258 del 16/4/2010 “Servizio Ambiente: DLgs 387/2003 e s.m.i. - L.R. 26/2004: Autorizzazione alla costruzione ed esercizio di impianto fotovoltaico di potenza pari a 2,1 MWp, su un area di circa 4,4 ha, in comune di Sissa, località Casalfoschino. Proponente Comune di Sissa” (in Strada Rovere Santa, loc. Castellaro) e contestuale variante allo strumento urbanistico, in particolare modifica al Piano strutturale comunale (PSC) e al Regolamento urbanistico edilizio (RUE).
Avviso al pubblico di deposito degli elaborati progettuali relativi all'elettrodotto a servizio dell'impianto fotovoltaico proposto dall'Azienda Agricola Valverde in località Gaiano, comune di Castel San Pietro Terme (BO), assoggettato ad Autorizzazione Unica Provinciale ex art.12 del DLgs 387/03, con effetti di variante ai sensi della L.R. 20/00 al PRG del Comune di Castel San Pietro Terme (BO);Si rende noto che in data 19/1/2012 alla competente U.O. Energia della Provincia di Bologna è pervenuta dall’Azienda Agricola Valverde (sede legale: Corso Perticari n. 114, Savignano sul Rubicone (FC) l’istanza di rilascio dell’Autorizzazione Unica alla costruzione ed esercizio di un impianto fotovoltaico (potenza elettrica 0,999 MW) ed infrastrutture connesse.
Avviso al pubblico di avvio della procedura ablativa ai sensi dell'art.11, comma 2, D.P.R. 327/2001 e s.m.i. e dell'art. 11, comma 2, L.R. 37/2002 per la realizzazione del parco eolico, opere e infrastrutture connesse, in località Fontanavidola, Comune di Camugnano e Comune di Castiglione dei Pepoli, assoggettato ad Autorizzazione Unica Provinciale ex art. 12 del D.Lgs. 387/2003, con dichiarazione di pubblica utilità, indifferibilità e urgenza delle opere ed effetti di variante ex L.R. 20/2000 agli strumenti urbanistici del Comune di Camugnano e Castiglione dei Pepoli. Avviso di deposito degli elaborati progettuali relativi all'elettrodotto da autorizzare ai sensi della L.R.10/1993 e s.m.i. nell'ambito del provvedimento di A.U. ;Il Responsabile del procedimento unico rende noto l’elenco delle ditte espropriande per la realizzazione del parco eolico in corso di approvazione.
Procedura in materia di valutazione di impatto ambientale, L.R. 9/99, DLgs 152/06 e successive modifiche ed integrazioni – Procedimento di Autorizzazione unica DLgs 387/03, D.M. 10/9/10, L.R. 26/04, L. 241/90 - Autorizzazione alla realizzazione ed esercizio di un impianto fotovoltaico a terra di potenza pari a 3,2 MW e localizzato in Via Isonzo, in Comune di Castelfranco Emilia (MO) – Proponente: Giuliano Bettelli. Avviso di deposito;L’Autorità competente Provincia di Modena - Servizio Valutazioni, Autorizzazioni e Controlli Ambientali Integrati, avvisa che ai sensi del Titolo III della Legge Regionale 18 maggio 1999, n. 9, come integrata e modificata dal vigente DLgs 152/06, sono stati depositati, per la libera consultazione da parte dei soggetti interessati, gli elaborati progettuali, lo Studio di Impatto Ambientale (SIA) ed il relativo progetto definitivo, per l’effettuazione della procedura di VIA e di Autorizzazione Unica del progetto:
"Procedure in materia di impatto ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni – Procedura di Autorizzazione Unica D.Lgs 387/03 - Procedura di variazione agli strumenti urbanistici L.R. 18 maggio 1999, n. 9 come modificata dalla L.R. 16 novembre 2000 n. 35 - Procedura espropriativa L.R. 19 dicembre 2002, n. 37, e successive modifiche e integrazioni; L.R. 22 febbraio 1993, n. 10, e successive modifiche e integrazioni – Titolo III – progetto di impianto idroelettrico “Lucola” sul Torrente Lucola in comune di Villa Minozzo (RE), categoria piccole derivazioni, dichiarazione di concorrenza di derivazione di acqua pubblica a scopo idroelettrico TU 1775/33 e successive modifiche ed integrazioni";L’Autorità competente per la Valutazione di Impatto Ambientale: Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9 e successive modifiche ed integrazioni, nonché ai sensi del R.R. 20 novembre 2001 n. 41, del RD 1775 dell’11 dicembre 1933, del DPR 327 dell’8 giugno 2001 e della L.R. 37/2002 sono stati depositati, per la libera consultazione da parte dei soggetti interessati, elaborati progettuali l’effettuazione della procedura di VIA, relativa al progetto: 
Avviso al pubblico di deposito degli elaborati progettuali relativi al progetto di elettrodotto Kv a servizio dell'impianto a biogas proposto da Agroenergia Iz - Rilascio dell'autorizzazione alla costruzione ed esercizio dell'elettrodotto e approvazione della variante agli strumenti urbanistici del Comune di Malalbergo, Minerbio e Baricella, nell'ambito del provvedimento provinciale di Autorizzazione Unica ex art. 12 DLgs 387/03;Si avvisa che in data 11/10/2011, ai sensi dell’art. 12 del DLgs 387/03, è stata depositata dalla Società Agroenergia Iz, istanza P.G. 157088/2011 e relativa documentazione progettuale per l’ottenimento dell’Autorizzazione Unica alla costruzione ed esercizio di una centrale a biogas di potenza pari a 0,999 MWe nel comune di Minerbio (foglio 14, mapp. 40, 206, 207, 208, 209, 210, 211, 217, 262), comprensiva dell’autorizzazione di cui a lla L.R. 10/93 alla costruzione ed esercizio di un elettrodotto avente le caratteristiche sotto descritte, con effetto di variante agli strumenti urbanistici vigenti dei Comuni di Malalbergo, Minerbio e Baricella, senza richiedersi la dichiarazione di pubblica utilità, indifferibilità ed urgenza delle relative opere ai fini dell’apposizione del vincolo preordinato all’imposizione coattiva delle servitù di elettrodotto sui fondi interessati.
Procedura di Autorizzazione Unica art. 12 D.Lgs. 387/03 impianto idroelettrico sul fiume Savio, Comune di Mercato Saraceno, località Taibo, integrata nella procedura di VIA regionale, proposto da NOMAR ENTERPRISE srl - Comunicazione di avvio della procedura per l'esproprio/asservimento coattivo delle aree non disponibili (artt. 11 e 15-16 L.R. 37/02);A complemento dell’avviso pubblicato in data 20/7/2010 nel BURER n. 91 dall’Autorità regionale competente al rilascio della VIA (Servizio V.I.P.S.A.), nel merito del progetto di impianto idroelettrico sul fiume Savio, in località Taibo nel Comune di Mercato Saraceno, proposto dalla ditta Nomar Enterprise Srl
DLgs 387/2003, DM 10/09/2010, LR. 26/04 e L. 241/1990 – Esito della procedura unica per l’autorizzazione di un impianto fotovoltaico a terra della potenza di 999 kW denominato “SV Medolla I”, localizzato in Via Galeazza, in comune di Medolla (MO) – Proponente: SV Emilia Srl – Diniego dell’autorizzazione;La Provincia di Modena che, ai sensi dell’art. 12 del DLgs 387 e della L.R. 26/04, è autorità competente per lo svolgimento della procedura unica di autorizzazione alla realizzazione ed all’esercizio degli impianti per la produzione di energia elettrica da fonti rinnovabili, comunica quanto segue relativamente al progetto di cui all’oggetto.
"DLgs 387/03, D.M. 10/9/2010, L.R. 26/04 e L. 241/90 – Esito della procedura unica per l’autorizzazione di un impianto fotovoltaico a terra della potenza di 999 kWp denominato ""SV Nonantola I"", localizzato in Via Guercinesca Est, in comune di Nonantola (MO) – Proponente: SV Emilia Srl – Diniego dell’autorizzazione";La Provincia di Modena che, ai sensi dell’art. 12 del DLgs 387 e della L.R. 26/04, è Autorità competente per lo svolgimento della procedura unica di autorizzazione alla realizzazione ed all’esercizio degli impianti per la produzione di energia elettrica da fonti rinnovabili, comunica quanto segue relativamente al progetto di cui all’oggetto. Con la determinazione n. 21 del 20/1/2012, il Dirigente del Servizio Valutazioni, Autorizzazioni e Controlli ambientali integrati, Ing. Alberto Pedrazzi, visti i pareri degli enti della Conferenza di Servizi in merito al progetto, determina:
"Procedure in materia di Impatto Ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni – Procedura di Autorizzazione Unica D.Lgs 387/03 - Procedura di variazione agli strumenti urbanistici L.R. 18 maggio 1999, n. 9 come modificata dalla L.R. 16 novembre 2000 n. 35 - Procedura espropriativa L.R. 19 Dicembre 2002, n. 37, e successive modifiche e integrazioni; L.R. 22 febbraio 1993, n. 10, e successive modifiche e integrazioni - Titolo III – progetto di impianto idroelettrico “Santa Lucia” sul Rio Macchia e sul Fosso delle Tie in comune di Villa Minozzo (RE), categoria piccole derivazioni, dichiarazione di concorrenza di derivazione di acqua pubblica a scopo idroelettrico TU 1775/33 e successive modifiche ed integrazioni";L’Autorità competente per la Valutazione di Impatto Ambientale: Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9 e successive modifiche ed integrazioni, nonché ai sensi del R.R. 20 novembre 2001 n. 41, del RD 1775 dell’11 dicembre 1933, del DPR 327 dell’8 giugno 2001 e della L.R. 37/02 sono stati depositati, per la libera consultazione da parte dei soggetti interessati, elaborati progettuali l’effettuazione della procedura di VIA, relativa al progetto:
"Procedure in materia di Impatto Ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni – Procedura di Autorizzazione Unica D.Lgs 387/03 - Procedura di variazione agli strumenti urbanistici L.R. 18 maggio 1999, n. 9 come modificata dalla L.R. 16 novembre 2000 n. 35 - Procedura espropriativa L.R. 19 dicembre 2002, n. 37, e successive modifiche e integrazioni; L.R. 22 febbraio 1993, n. 10, e successive modifiche e integrazioni - Titolo III – progetto di impianto idroelettrico “San Bartolomeo” sul Rio Collagna in comune di Collagna (RE), categoria piccole derivazioni, dichiarazione di concorrenza di derivazione di acqua pubblica a scopo idroelettrico TU 1775/33 e successive modifiche ed integrazioni";L’Autorità competente per la Valutazione di Impatto Ambientale: Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9 e successive modifiche ed integrazioni, nonché ai sensi del R.R. 20 novembre 2001 n. 41, del RD 1775 dell’11 dicembre 1933, del DPR 327 dell’8 giugno 2001 e della L.R. 37/02 sono stati depositati, per la libera consultazione da parte dei soggetti interessati, elaborati progettuali l’effettuazione della procedura di VIA, relativa al progetto:
Procedura in materia di impatto ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni con dichiarazione di concorrenza (TU 1775/1933) integrata con la procedura di Autorizzazione Unica DLgs 387/03 - Progetto di impianto idroelettrico sul fiume Savio nel comune di Mercato Saraceno, località Taibo presentato da ACT Properties Srl - Ripubblicazione a seguito di integrazioni e comunicazione di avvio della procedura per l'esproprio/asservimento coattivo delle aree non disponibili (art. 11 e 15 L.R. 19 dicembre 2002, n. 37, e successive modifiche e integrazioni);L’Autorità competente per la Valutazione di impatto ambientale: Regione Emilia-Romagna - Servizio Valutazione impatto e Promozione sostenibilità ambientale avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9, come modificata dalla Legge regionale 16 novembre 2000, n. 35, nonché ai sensi del R.R. 20 novembre 2001 n. 41, del R.D. 1775 dell’11 dicembre 1933, del DPR n. 327 dell’8 giugno 2001 e della L.R. 37/02 sono state depositate, per la libera consultazione da parte dei soggetti interessati, integrazioni progettuali volontarie per l’effettuazione della procedura di VIA, relative al progetto:
